ticker,filename,filing_date,form_type,positive,negative,neutral,overall
AVGO,2024-02-09_8-K_ef20021201_8k.htm.pdf,2024-02-09,8-K,0.0,0.0,0.9994321465492249,0.0
AVGO,2024-03-14_10-Q_avgo-20240204.htm.pdf,2024-03-14,10-Q,0.0,0.9930320994721519,0.9827267578963576,-0.9930320994721519
AVGO,2024-06-12_8-K_avgo-20240612.htm.pdf,2024-06-12,8-K,0.0,0.0,0.9999850988388062,0.0
AVGO,2024-06-12_10-Q_avgo-20240505.htm.pdf,2024-06-12,10-Q,0.0,0.9525943199793497,0.990153777397285,-0.9525943199793497
AVGO,2024-07-08_8-K_ny20032136x1_8k.htm.pdf,2024-07-08,8-K,0.0,0.0,0.9999869465827942,0.0
AVGO,2024-09-11_10-Q_avgo-20240804.htm.pdf,2024-09-11,10-Q,0.0,0.9357453614473343,0.9849415004253388,-0.9357453614473343
AVGO,2024-10-02_8-K_d860121d8k.htm.pdf,2024-10-02,8-K,0.0,0.0,0.9999849200248718,0.0
AVGO,2024-12-12_8-K_avgo-20241212.htm.pdf,2024-12-12,8-K,0.0,0.0,0.9999852180480957,0.0
AVGO,2024-12-20_10-K_avgo-20241103.htm.pdf,2024-12-20,10-K,0.9686135521956852,0.9640894672449898,0.9883254295901248,0.004524084950695451
AVGO,2025-01-10_8-K_d880789d8k.htm.pdf,2025-01-10,8-K,0.0,0.0,0.9999770522117615,0.0
AVGO,2025-01-13_8-K_d925244d8k.htm.pdf,2025-01-13,8-K,0.0,0.0,0.9999813238779703,0.0
